name,label,pair,k,config,restarts,budget_s,best_seed,pieces,pieces_clean,reached_k,chamfer_A,chamfer_B,hausdorff_A,hausdorff_B,avg_chamfer,avg_hausdorff,avg_chamfer_raw,avg_hausdorff_raw,overlap_raw_px2,gap_clean_px2,uncovered_clean_px2,overhang_clean_px2,simple_connected,best_loss,median_restart_chamfer,all_restart_chamfer
bunny-egg_k6,traced Duncan inputs,duncan:bunny-duncan:egg,6,--init partition --mode fixed,4,2400.0,1,6,6,True,4.42869404362514,7.990634438331215,18.525121945574675,22.29671200479936,6.209664240978178,20.410916975187018,6.156146049949829,22.17455259605817,2.9141273210342655,147.0596758733544,711.0641572901975,307.34048003235887,True,0.018084909772872925,11.06350561792937,9.41;6.21;12.23;11.06
