name,label,pair,k,config,restarts,budget_s,best_seed,pieces,pieces_clean,reached_k,chamfer_A,chamfer_B,hausdorff_A,hausdorff_B,avg_chamfer,avg_hausdorff,avg_chamfer_raw,avg_hausdorff_raw,overlap_raw_px2,gap_clean_px2,uncovered_clean_px2,overhang_clean_px2,simple_connected,best_loss,median_restart_chamfer,all_restart_chamfer
bunny-egg_overlay_cosine,,duncan:bunny-duncan:egg,6,--init overlay --mode fixed --lr-schedule cosine,4,1200.0,3,6,6,True,3.3483472241820076,6.792593272409519,18.03862203042976,30.28925286965404,5.070470248295763,24.1639374500419,5.024355874208296,24.827865427195412,1.5805662940382723,75.6726037556185,480.43237952327183,288.5044606257988,True,0.011722756623029709,5.14899014225179,4.82;5.36;5.15;5.07
cat-bear_overlay_cosine,,duncan:cat-duncan:bear,6,--init overlay --mode fixed --lr-schedule cosine,4,1200.0,2,6,6,True,3.457193187845344,3.716433152552987,15.700693834942252,16.079627656928636,3.5868131701991652,15.890160745935443,3.5452135388259784,16.999710663086198,0.20483805382348083,11.463962746266983,585.4840344183162,428.59482984904355,True,0.009178018507957459,3.9473213427385474,3.32;4.12;3.59;3.95
cat-bear_baseline,,duncan:cat-duncan:bear,6,--init partition --mode fixed,4,1200.0,0,6,6,True,7.0296080812157555,5.30654999589798,31.527773337720827,29.588187558461506,6.168079038556868,30.557980448091165,6.009003153710344,31.56959896336351,7.586089593608143,46.077414455428226,894.916440493425,554.2823497131701,True,0.016806303444504737,6.168079038556868,6.17;5.43;6.01;7.07
