r0 14s L=0.8728 cov=[0.017, 0.0298] ov=[0.03345, 0.04892] P=9 S=107 arc=0.00 lr=0.71 w_ov=0.1 iou=[0.917, 0.883] acc=18
r1 26s L=0.9446 cov=[0.0107, 0.0135] ov=[0.04091, 0.05097] P=6 S=89 arc=0.04 lr=0.5 w_ov=0.103 iou=[0.941, 0.934] acc=19
r2 36s L=0.9042 cov=[0.0143, 0.0105] ov=[0.03871, 0.04908] P=6 S=86 arc=0.12 lr=0.35 w_ov=0.105 iou=[0.928, 0.945] acc=12
r3 50s L=0.8573 cov=[0.0086, 0.0076] ov=[0.03828, 0.04569] P=6 S=87 arc=0.21 lr=0.35 w_ov=0.107 iou=[0.948, 0.959] acc=14
r4 61s L=0.7706 cov=[0.0078, 0.0064] ov=[0.03453, 0.04097] P=6 S=84 arc=0.32 lr=0.35 w_ov=0.11 iou=[0.953, 0.963] acc=15
r5 73s L=0.743 cov=[0.0074, 0.0051] ov=[0.03345, 0.03946] P=6 S=82 arc=0.43 lr=0.35 w_ov=0.112 iou=[0.955, 0.968] acc=10
r6 85s L=0.7132 cov=[0.0068, 0.0048] ov=[0.03219, 0.03784] P=6 S=77 arc=0.47 lr=0.5 w_ov=0.115 iou=[0.958, 0.971] acc=14
r7 98s L=0.6976 cov=[0.0066, 0.0055] ov=[0.03031, 0.0381] P=6 S=78 arc=0.54 lr=0.5 w_ov=0.118 iou=[0.96, 0.969] acc=17
r8 110s L=0.6957 cov=[0.0081, 0.0057] ov=[0.0292, 0.03886] P=6 S=75 arc=0.59 lr=0.25 w_ov=0.121 iou=[0.95, 0.969] acc=7
r9 122s L=0.6588 cov=[0.0056, 0.004] ov=[0.02887, 0.03592] P=6 S=74 arc=0.62 lr=0.25 w_ov=0.123 iou=[0.964, 0.973] acc=4
r10 133s L=0.6355 cov=[0.0054, 0.0038] ov=[0.02785, 0.03464] P=6 S=69 arc=0.62 lr=0.25 w_ov=0.126 iou=[0.966, 0.974] acc=13
r11 144s L=0.6329 cov=[0.0053, 0.0037] ov=[0.02776, 0.0345] P=6 S=69 arc=0.71 lr=0.35 w_ov=0.129 iou=[0.966, 0.973] acc=7
r12 156s L=0.5948 cov=[0.0053, 0.0039] ov=[0.02578, 0.03265] P=6 S=68 arc=0.72 lr=0.35 w_ov=0.132 iou=[0.966, 0.976] acc=6
r13 168s L=0.5542 cov=[0.0053, 0.004] ov=[0.02342, 0.03094] P=6 S=68 arc=0.66 lr=0.35 w_ov=0.135 iou=[0.966, 0.974] acc=11
r14 181s L=0.5006 cov=[0.005, 0.0035] ov=[0.02137, 0.02771] P=6 S=64 arc=0.69 lr=0.5 w_ov=0.138 iou=[0.965, 0.978] acc=9
r15 195s L=0.4536 cov=[0.0048, 0.0032] ov=[0.01863, 0.02582] P=6 S=63 arc=0.73 lr=0.25 w_ov=0.142 iou=[0.969, 0.979] acc=4
r16 207s L=0.4194 cov=[0.0046, 0.0029] ov=[0.01677, 0.02429] P=6 S=63 arc=0.78 lr=0.25 w_ov=0.145 iou=[0.971, 0.978] acc=1
r17 219s L=0.3928 cov=[0.0045, 0.0029] ov=[0.01548, 0.02294] P=6 S=63 arc=0.76 lr=0.25 w_ov=0.149 iou=[0.971, 0.978] acc=4
r18 230s L=0.365 cov=[0.0044, 0.003] ov=[0.01398, 0.02165] P=6 S=63 arc=0.71 lr=0.25 w_ov=0.152 iou=[0.972, 0.98] acc=7
r19 241s L=0.3578 cov=[0.0043, 0.0029] ov=[0.0136, 0.02133] P=6 S=62 arc=0.73 lr=0.25 w_ov=0.155 iou=[0.971, 0.977] acc=5
r20 253s L=0.3275 cov=[0.0044, 0.0026] ov=[0.01194, 0.01999] P=6 S=62 arc=0.74 lr=0.18 w_ov=0.159 iou=[0.972, 0.98] acc=2
