r0 8s L=0.8037 cov=[0.0075, 0.0232] ov=[0.03083, 0.04635] P=6 S=57 arc=0.00 lr=0.25 w_ov=0.1 iou=[0.953, 0.874] acc=15
r1 17s L=0.796 cov=[0.0051, 0.0192] ov=[0.03232, 0.04473] P=6 S=56 arc=0.14 lr=0.35 w_ov=0.102 iou=[0.957, 0.897] acc=9
r2 26s L=0.852 cov=[0.0045, 0.015] ov=[0.03657, 0.04657] P=6 S=55 arc=0.27 lr=0.35 w_ov=0.103 iou=[0.952, 0.919] acc=13
r3 36s L=0.8537 cov=[0.0048, 0.0128] ov=[0.03914, 0.04435] P=6 S=54 arc=0.41 lr=0.18 w_ov=0.105 iou=[0.949, 0.924] acc=15
r4 47s L=0.8594 cov=[0.012, 0.0117] ov=[0.04056, 0.0429] P=6 S=58 arc=0.57 lr=0.5 w_ov=0.107 iou=[0.929, 0.924] acc=13
r5 58s L=0.8147 cov=[0.0037, 0.01] ov=[0.03748, 0.04251] P=6 S=59 arc=0.61 lr=0.5 w_ov=0.11 iou=[0.969, 0.936] acc=13
r6 68s L=0.7773 cov=[0.0047, 0.0088] ov=[0.03508, 0.04118] P=6 S=61 arc=0.70 lr=0.5 w_ov=0.112 iou=[0.894, 0.932] acc=9
r7 78s L=0.7701 cov=[0.0034, 0.0068] ov=[0.03664, 0.03924] P=6 S=60 arc=0.73 lr=0.25 w_ov=0.114 iou=[0.965, 0.952] acc=2
r8 89s L=0.7392 cov=[0.0032, 0.006] ov=[0.03554, 0.03734] P=6 S=60 arc=0.72 lr=0.35 w_ov=0.116 iou=[0.966, 0.956] acc=7
r9 100s L=0.7182 cov=[0.0038, 0.0054] ov=[0.03422, 0.03656] P=6 S=64 arc=0.75 lr=0.5 w_ov=0.119 iou=[0.962, 0.957] acc=6
r10 112s L=0.6939 cov=[0.0033, 0.0052] ov=[0.03406, 0.03436] P=6 S=65 arc=0.75 lr=0.5 w_ov=0.121 iou=[0.967, 0.96] acc=10
r11 124s L=0.6647 cov=[0.003, 0.0052] ov=[0.03251, 0.03301] P=6 S=65 arc=0.78 lr=0.5 w_ov=0.124 iou=[0.968, 0.962] acc=6
r12 136s L=0.6552 cov=[0.0031, 0.005] ov=[0.03226, 0.03233] P=6 S=63 arc=0.83 lr=0.13 w_ov=0.127 iou=[0.965, 0.961] acc=3
r13 149s L=0.6443 cov=[0.003, 0.0049] ov=[0.03138, 0.03213] P=6 S=62 arc=0.81 lr=0.18 w_ov=0.13 iou=[0.967, 0.964] acc=5
r14 160s L=0.6359 cov=[0.003, 0.0049] ov=[0.03086, 0.03181] P=6 S=62 arc=0.85 lr=0.25 w_ov=0.133 iou=[0.968, 0.963] acc=0
r15 171s L=0.6286 cov=[0.003, 0.0048] ov=[0.03041, 0.03155] P=6 S=61 arc=0.87 lr=0.5 w_ov=0.136 iou=[0.969, 0.964] acc=2
r16 182s L=0.6618 cov=[0.0081, 0.0084] ov=[0.02775, 0.03666] P=6 S=62 arc=0.84 lr=0.25 w_ov=0.139 iou=[0.929, 0.942] acc=4
r17 194s L=0.6132 cov=[0.0033, 0.0047] ov=[0.02968, 0.03071] P=6 S=62 arc=0.81 lr=0.13 w_ov=0.142 iou=[0.955, 0.963] acc=2
r18 207s L=0.6081 cov=[0.0031, 0.0046] ov=[0.02937, 0.03054] P=6 S=61 arc=0.79 lr=0.18 w_ov=0.145 iou=[0.968, 0.965] acc=5
r19 219s L=0.5961 cov=[0.0032, 0.0047] ov=[0.02872, 0.02998] P=6 S=61 arc=0.84 lr=0.35 w_ov=0.149 iou=[0.966, 0.965] acc=1
r20 232s L=0.6312 cov=[0.0069, 0.0094] ov=[0.02584, 0.03552] P=6 S=62 arc=0.82 lr=0.25 w_ov=0.152 iou=[0.947, 0.936] acc=5
r21 242s L=0.5844 cov=[0.0031, 0.0047] ov=[0.02788, 0.02965] P=6 S=59 arc=0.83 lr=0.13 w_ov=0.156 iou=[0.959, 0.963] acc=4
r22 255s L=0.564 cov=[0.0044, 0.0049] ov=[0.02716, 0.02818] P=6 S=59 arc=0.83 lr=0.25 w_ov=0.159 iou=[0.96, 0.965] acc=2
r23 266s L=0.5561 cov=[0.0045, 0.0049] ov=[0.02663, 0.02793] P=6 S=58 arc=0.88 lr=0.5 w_ov=0.163 iou=[0.957, 0.964] acc=2
r24 278s L=0.5496 cov=[0.0046, 0.0049] ov=[0.02627, 0.02763] P=6 S=57 arc=0.89 lr=0.25 w_ov=0.167 iou=[0.96, 0.963] acc=2
r25 289s L=0.54 cov=[0.0046, 0.0048] ov=[0.02572, 0.02722] P=6 S=56 arc=0.93 lr=0.25 w_ov=0.171 iou=[0.958, 0.963] acc=1
r26 301s L=0.5333 cov=[0.0046, 0.0048] ov=[0.0253, 0.02697] P=6 S=56 arc=0.93 lr=0.25 w_ov=0.174 iou=[0.958, 0.963] acc=0
r27 310s L=0.5305 cov=[0.0047, 0.0049] ov=[0.02479, 0.02717] P=6 S=56 arc=0.91 lr=0.18 w_ov=0.178 iou=[0.956, 0.962] acc=2
r28 321s L=0.5274 cov=[0.0046, 0.0048] ov=[0.02503, 0.02665] P=6 S=56 arc=0.93 lr=0.088 w_ov=0.181 iou=[0.957, 0.963] acc=0
r29 331s L=0.5236 cov=[0.0046, 0.0048] ov=[0.02481, 0.02648] P=6 S=56 arc=0.93 lr=0.13 w_ov=0.185 iou=[0.957, 0.962] acc=1
r30 343s L=0.5189 cov=[0.0047, 0.0048] ov=[0.02458, 0.02625] P=6 S=56 arc=0.95 lr=0.13 w_ov=0.189 iou=[0.956, 0.963] acc=0
r31 355s L=0.5139 cov=[0.0047, 0.0048] ov=[0.02433, 0.02599] P=6 S=56 arc=0.95 lr=0.25 w_ov=0.193 iou=[0.956, 0.963] acc=0
r32 365s L=0.5123 cov=[0.0049, 0.005] ov=[0.02371, 0.02641] P=6 S=56 arc=0.93 lr=0.35 w_ov=0.198 iou=[0.955, 0.961] acc=6
r33 376s L=0.5088 cov=[0.0047, 0.0048] ov=[0.02392, 0.02589] P=6 S=55 arc=0.91 lr=0.18 w_ov=0.201 iou=[0.955, 0.961] acc=2
r34 387s L=0.5016 cov=[0.0048, 0.0049] ov=[0.02345, 0.02563] P=6 S=55 arc=0.89 lr=0.35 w_ov=0.206 iou=[0.955, 0.963] acc=2
r35 398s L=0.4964 cov=[0.0047, 0.0049] ov=[0.02327, 0.02529] P=6 S=55 arc=0.91 lr=0.088 w_ov=0.21 iou=[0.955, 0.962] acc=2
r36 409s L=0.4905 cov=[0.0048, 0.0049] ov=[0.02283, 0.02514] P=6 S=55 arc=0.95 lr=0.13 w_ov=0.215 iou=[0.954, 0.962] acc=0
r37 419s L=0.4852 cov=[0.0049, 0.0049] ov=[0.02252, 0.0249] P=6 S=55 arc=0.95 lr=0.25 w_ov=0.219 iou=[0.954, 0.961] acc=0
r38 428s L=0.4896 cov=[0.0049, 0.0068] ov=[0.02293, 0.02475] P=6 S=56 arc=0.95 lr=0.18 w_ov=0.223 iou=[0.951, 0.94] acc=1
r39 439s L=0.4771 cov=[0.0049, 0.0049] ov=[0.02198, 0.02464] P=6 S=56 arc=0.95 lr=0.088 w_ov=0.227 iou=[0.953, 0.96] acc=1
r40 450s L=0.4749 cov=[0.0049, 0.0049] ov=[0.02188, 0.02452] P=6 S=56 arc=0.96 lr=0.18 w_ov=0.232 iou=[0.952, 0.961] acc=0
r41 460s L=0.4698 cov=[0.005, 0.0049] ov=[0.02164, 0.02423] P=6 S=56 arc=0.96 lr=0.18 w_ov=0.237 iou=[0.952, 0.96] acc=0
r42 471s L=0.4655 cov=[0.005, 0.0049] ov=[0.02141, 0.02404] P=6 S=56 arc=0.96 lr=0.18 w_ov=0.242 iou=[0.951, 0.96] acc=1
r43 481s L=0.4613 cov=[0.0051, 0.005] ov=[0.02111, 0.0239] P=6 S=56 arc=0.96 lr=0.25 w_ov=0.247 iou=[0.951, 0.96] acc=1
r44 492s L=0.457 cov=[0.0051, 0.005] ov=[0.02093, 0.02365] P=6 S=56 arc=0.96 lr=0.25 w_ov=0.252 iou=[0.95, 0.96] acc=0
r45 503s L=0.4527 cov=[0.0052, 0.005] ov=[0.02054, 0.0236] P=6 S=56 arc=0.96 lr=0.25 w_ov=0.257 iou=[0.95, 0.96] acc=0
r46 516s L=0.4481 cov=[0.0052, 0.005] ov=[0.02034, 0.02333] P=6 S=56 arc=0.95 lr=0.13 w_ov=0.263 iou=[0.949, 0.959] acc=1
r47 527s L=0.4443 cov=[0.0052, 0.0051] ov=[0.02013, 0.02316] P=6 S=56 arc=0.93 lr=0.18 w_ov=0.269 iou=[0.949, 0.959] acc=2
r48 536s L=0.4395 cov=[0.0053, 0.0051] ov=[0.01983, 0.02297] P=6 S=56 arc=0.95 lr=0.25 w_ov=0.275 iou=[0.949, 0.959] acc=0
r49 548s L=0.4334 cov=[0.0054, 0.0051] ov=[0.01935, 0.02283] P=6 S=56 arc=0.95 lr=0.25 w_ov=0.28 iou=[0.95, 0.96] acc=2
r50 559s L=0.4278 cov=[0.0054, 0.0052] ov=[0.01916, 0.02245] P=6 S=56 arc=0.96 lr=0.35 w_ov=0.286 iou=[0.949, 0.96] acc=1
r51 571s L=0.4168 cov=[0.0055, 0.0053] ov=[0.01843, 0.02205] P=6 S=56 arc=0.96 lr=0.18 w_ov=0.292 iou=[0.951, 0.959] acc=0
r52 583s L=0.4117 cov=[0.0057, 0.0053] ov=[0.01791, 0.02205] P=6 S=56 arc=0.96 lr=0.13 w_ov=0.299 iou=[0.95, 0.959] acc=1
r53 593s L=0.407 cov=[0.0057, 0.0053] ov=[0.0178, 0.02168] P=6 S=56 arc=0.98 lr=0.18 w_ov=0.306 iou=[0.948, 0.958] acc=0
r54 606s L=0.4035 cov=[0.0057, 0.0055] ov=[0.01768, 0.02143] P=6 S=55 arc=0.95 lr=0.25 w_ov=0.312 iou=[0.948, 0.957] acc=3
r55 616s L=0.3948 cov=[0.0058, 0.0055] ov=[0.01702, 0.02122] P=6 S=55 arc=0.95 lr=0.13 w_ov=0.32 iou=[0.949, 0.957] acc=0
r56 627s L=0.3878 cov=[0.0059, 0.0055] ov=[0.01671, 0.02081] P=6 S=55 arc=0.95 lr=0.13 w_ov=0.326 iou=[0.948, 0.957] acc=0
r57 640s L=0.379 cov=[0.006, 0.0058] ov=[0.01614, 0.02046] P=6 S=55 arc=0.93 lr=0.18 w_ov=0.333 iou=[0.946, 0.955] acc=2
r58 650s L=0.3721 cov=[0.0059, 0.0058] ov=[0.01566, 0.02027] P=6 S=55 arc=0.93 lr=0.088 w_ov=0.341 iou=[0.947, 0.956] acc=3
r59 660s L=0.3666 cov=[0.0061, 0.0057] ov=[0.01532, 0.02004] P=6 S=55 arc=0.96 lr=0.13 w_ov=0.348 iou=[0.947, 0.956] acc=1
r60 670s L=0.3582 cov=[0.0062, 0.0058] ov=[0.01466, 0.01985] P=6 S=55 arc=0.98 lr=0.18 w_ov=0.355 iou=[0.945, 0.953] acc=0
r61 681s L=0.3456 cov=[0.0063, 0.0059] ov=[0.01359, 0.01963] P=6 S=55 arc=0.98 lr=0.18 w_ov=0.362 iou=[0.944, 0.953] acc=0
r62 690s L=0.342 cov=[0.0065, 0.0058] ov=[0.01328, 0.01958] P=6 S=55 arc=0.96 lr=0.18 w_ov=0.369 iou=[0.943, 0.952] acc=1
r63 700s L=0.3394 cov=[0.0063, 0.0059] ov=[0.01317, 0.01943] P=6 S=56 arc=0.93 lr=0.25 w_ov=0.376 iou=[0.944, 0.952] acc=4
r64 712s L=0.3299 cov=[0.0063, 0.0061] ov=[0.01223, 0.01939] P=6 S=58 arc=0.95 lr=0.25 w_ov=0.383 iou=[0.945, 0.954] acc=2
r65 722s L=0.3246 cov=[0.0062, 0.006] ov=[0.01223, 0.01889] P=6 S=58 arc=0.95 lr=0.13 w_ov=0.392 iou=[0.944, 0.953] acc=1
r66 733s L=0.321 cov=[0.0063, 0.006] ov=[0.01207, 0.01869] P=6 S=57 arc=0.95 lr=0.13 w_ov=0.399 iou=[0.943, 0.955] acc=2
r67 745s L=0.3152 cov=[0.0064, 0.0061] ov=[0.01154, 0.01861] P=6 S=56 arc=0.95 lr=0.18 w_ov=0.408 iou=[0.943, 0.954] acc=2
r68 757s L=0.3126 cov=[0.0063, 0.0061] ov=[0.01145, 0.01845] P=6 S=56 arc=0.93 lr=0.13 w_ov=0.418 iou=[0.943, 0.952] acc=1
r69 768s L=0.3097 cov=[0.0064, 0.0061] ov=[0.01124, 0.01836] P=6 S=56 arc=0.91 lr=0.18 w_ov=0.428 iou=[0.942, 0.953] acc=2
r70 781s L=0.3073 cov=[0.0063, 0.0062] ov=[0.01114, 0.01823] P=6 S=55 arc=0.93 lr=0.088 w_ov=0.437 iou=[0.941, 0.953] acc=3
r71 791s L=0.3025 cov=[0.0065, 0.0063] ov=[0.01066, 0.01819] P=6 S=55 arc=0.95 lr=0.13 w_ov=0.447 iou=[0.941, 0.953] acc=1
r72 803s L=0.2995 cov=[0.0064, 0.0063] ov=[0.01062, 0.01795] P=6 S=55 arc=0.95 lr=0.18 w_ov=0.457 iou=[0.94, 0.952] acc=1
r73 814s L=0.2978 cov=[0.0064, 0.0063] ov=[0.01049, 0.0179] P=6 S=55 arc=0.96 lr=0.088 w_ov=0.467 iou=[0.94, 0.951] acc=0
r74 824s L=0.2955 cov=[0.0065, 0.0063] ov=[0.01032, 0.01784] P=6 S=55 arc=0.96 lr=0.13 w_ov=0.477 iou=[0.94, 0.952] acc=0
