r0 9s L=0.8048 cov=[0.0219, 0.0674] ov=[0.03469, 0.03675] P=5 S=59 arc=0.00 lr=0.5 w_ov=0.1 iou=[0.878, 0.698] acc=14
r1 20s L=0.6413 cov=[0.0244, 0.037] ov=[0.03517, 0.0227] P=5 S=57 arc=0.16 lr=0.5 w_ov=0.102 iou=[0.874, 0.825] acc=17
r2 29s L=0.5819 cov=[0.0106, 0.0319] ov=[0.03265, 0.02117] P=5 S=55 arc=0.35 lr=0.18 w_ov=0.104 iou=[0.934, 0.846] acc=11
r3 39s L=0.5876 cov=[0.0104, 0.0294] ov=[0.03373, 0.02095] P=5 S=56 arc=0.43 lr=0.25 w_ov=0.106 iou=[0.934, 0.857] acc=6
r4 49s L=0.6116 cov=[0.0099, 0.0274] ov=[0.03554, 0.02178] P=5 S=56 arc=0.46 lr=0.35 w_ov=0.108 iou=[0.937, 0.865] acc=9
r5 59s L=0.6213 cov=[0.0125, 0.0257] ov=[0.03711, 0.02109] P=5 S=59 arc=0.47 lr=0.5 w_ov=0.11 iou=[0.919, 0.874] acc=12
r6 70s L=0.6018 cov=[0.01, 0.0234] ov=[0.03727, 0.01945] P=5 S=57 arc=0.51 lr=0.18 w_ov=0.112 iou=[0.929, 0.883] acc=8
r7 80s L=0.5974 cov=[0.0092, 0.0227] ov=[0.03717, 0.01926] P=5 S=58 arc=0.53 lr=0.35 w_ov=0.114 iou=[0.935, 0.888] acc=7
r8 90s L=0.5893 cov=[0.0093, 0.0218] ov=[0.03732, 0.0184] P=5 S=60 arc=0.60 lr=0.35 w_ov=0.117 iou=[0.934, 0.894] acc=6
r9 100s L=0.582 cov=[0.0092, 0.0207] ov=[0.03713, 0.01797] P=5 S=58 arc=0.62 lr=0.13 w_ov=0.119 iou=[0.932, 0.898] acc=5
r10 111s L=0.5761 cov=[0.0093, 0.0201] ov=[0.03696, 0.0176] P=5 S=58 arc=0.67 lr=0.25 w_ov=0.121 iou=[0.931, 0.901] acc=3
r11 122s L=0.5673 cov=[0.0093, 0.0196] ov=[0.03678, 0.01695] P=5 S=58 arc=0.72 lr=0.25 w_ov=0.124 iou=[0.932, 0.902] acc=2
r12 131s L=0.5656 cov=[0.009, 0.0196] ov=[0.03689, 0.01671] P=5 S=58 arc=0.76 lr=0.25 w_ov=0.126 iou=[0.931, 0.903] acc=2
r13 143s L=0.5702 cov=[0.0089, 0.0193] ov=[0.03736, 0.01673] P=5 S=58 arc=0.76 lr=0.25 w_ov=0.129 iou=[0.932, 0.904] acc=4
r14 153s L=0.5712 cov=[0.0086, 0.0191] ov=[0.03764, 0.0166] P=5 S=57 arc=0.77 lr=0.35 w_ov=0.132 iou=[0.934, 0.906] acc=8
r15 164s L=0.5816 cov=[0.0084, 0.019] ov=[0.0383, 0.017] P=5 S=57 arc=0.82 lr=0.35 w_ov=0.134 iou=[0.934, 0.906] acc=4
r16 174s L=0.585 cov=[0.0081, 0.0187] ov=[0.03885, 0.01685] P=5 S=56 arc=0.80 lr=0.18 w_ov=0.137 iou=[0.937, 0.907] acc=5
r17 185s L=0.5845 cov=[0.008, 0.0185] ov=[0.03905, 0.01665] P=5 S=54 arc=0.85 lr=0.18 w_ov=0.14 iou=[0.938, 0.908] acc=3
r18 195s L=0.5875 cov=[0.0076, 0.0185] ov=[0.0394, 0.01663] P=5 S=54 arc=0.87 lr=0.25 w_ov=0.143 iou=[0.937, 0.907] acc=1
r19 206s L=0.5955 cov=[0.0075, 0.0183] ov=[0.03993, 0.01694] P=5 S=51 arc=0.82 lr=0.35 w_ov=0.145 iou=[0.941, 0.909] acc=7
r20 217s L=0.5944 cov=[0.0073, 0.0187] ov=[0.0398, 0.01695] P=5 S=51 arc=0.84 lr=0.13 w_ov=0.148 iou=[0.94, 0.906] acc=2
r21 227s L=0.5917 cov=[0.007, 0.0183] ov=[0.03989, 0.01665] P=5 S=51 arc=0.88 lr=0.25 w_ov=0.152 iou=[0.941, 0.909] acc=5
r22 238s L=0.5933 cov=[0.0064, 0.0183] ov=[0.04018, 0.01657] P=5 S=53 arc=0.91 lr=0.25 w_ov=0.155 iou=[0.941, 0.909] acc=4
r23 249s L=0.5919 cov=[0.0058, 0.0181] ov=[0.04016, 0.01654] P=5 S=54 arc=0.83 lr=0.25 w_ov=0.158 iou=[0.941, 0.908] acc=6
r24 258s L=0.6009 cov=[0.0053, 0.0178] ov=[0.04089, 0.01679] P=5 S=54 arc=0.80 lr=0.25 w_ov=0.161 iou=[0.948, 0.911] acc=4
r25 269s L=0.6047 cov=[0.0051, 0.0176] ov=[0.04131, 0.01679] P=5 S=53 arc=0.83 lr=0.25 w_ov=0.164 iou=[0.95, 0.909] acc=4
r26 281s L=0.6044 cov=[0.0045, 0.0178] ov=[0.04153, 0.01658] P=5 S=50 arc=0.90 lr=0.25 w_ov=0.168 iou=[0.949, 0.908] acc=4
r27 292s L=0.602 cov=[0.0044, 0.0176] ov=[0.04163, 0.01627] P=5 S=50 arc=0.92 lr=0.18 w_ov=0.171 iou=[0.949, 0.911] acc=1
r28 303s L=0.5999 cov=[0.0045, 0.0175] ov=[0.04166, 0.01604] P=5 S=49 arc=0.90 lr=0.18 w_ov=0.175 iou=[0.947, 0.913] acc=3
r29 314s L=0.597 cov=[0.0043, 0.0174] ov=[0.04171, 0.01573] P=5 S=49 arc=0.90 lr=0.088 w_ov=0.179 iou=[0.95, 0.913] acc=2
r30 325s L=0.5895 cov=[0.0043, 0.0173] ov=[0.04123, 0.01546] P=5 S=49 arc=0.94 lr=0.18 w_ov=0.183 iou=[0.952, 0.913] acc=2
r31 335s L=0.5753 cov=[0.0043, 0.0174] ov=[0.04023, 0.01503] P=5 S=49 arc=0.94 lr=0.25 w_ov=0.187 iou=[0.951, 0.913] acc=3
r32 345s L=0.5661 cov=[0.0044, 0.0173] ov=[0.03966, 0.01467] P=5 S=49 arc=0.96 lr=0.13 w_ov=0.19 iou=[0.95, 0.912] acc=0
r33 356s L=0.5623 cov=[0.0045, 0.0172] ov=[0.03954, 0.01442] P=5 S=49 arc=0.94 lr=0.25 w_ov=0.194 iou=[0.95, 0.913] acc=1
r34 368s L=0.5566 cov=[0.0045, 0.0172] ov=[0.03923, 0.01416] P=5 S=49 arc=0.94 lr=0.13 w_ov=0.198 iou=[0.949, 0.912] acc=1
r35 379s L=0.5487 cov=[0.0046, 0.0172] ov=[0.03875, 0.01384] P=5 S=49 arc=0.96 lr=0.25 w_ov=0.202 iou=[0.949, 0.914] acc=0
r36 390s L=0.5476 cov=[0.005, 0.0176] ov=[0.03841, 0.01399] P=5 S=50 arc=0.78 lr=0.35 w_ov=0.207 iou=[0.953, 0.903] acc=13
r37 400s L=0.5341 cov=[0.0044, 0.0177] ov=[0.03772, 0.01338] P=5 S=51 arc=0.78 lr=0.25 w_ov=0.211 iou=[0.955, 0.909] acc=5
r38 411s L=0.5195 cov=[0.0044, 0.0173] ov=[0.0368, 0.01287] P=5 S=52 arc=0.81 lr=0.25 w_ov=0.215 iou=[0.949, 0.912] acc=4
