r0 11s L=0.6408 cov=[0.0255, 0.0584] ov=[0.03067, 0.02492] P=5 S=56 arc=0.00 lr=0.71 w_ov=0.1 iou=[0.87, 0.731] acc=16
r1 21s L=0.6924 cov=[0.022, 0.0305] ov=[0.03947, 0.02441] P=5 S=51 arc=0.10 lr=0.35 w_ov=0.102 iou=[0.871, 0.851] acc=18
r2 30s L=0.7367 cov=[0.0208, 0.0236] ov=[0.04406, 0.02506] P=5 S=49 arc=0.29 lr=0.5 w_ov=0.104 iou=[0.883, 0.877] acc=13
r3 40s L=0.7117 cov=[0.02, 0.0196] ov=[0.04323, 0.02389] P=5 S=52 arc=0.48 lr=0.5 w_ov=0.106 iou=[0.888, 0.894] acc=11
r4 50s L=0.7146 cov=[0.0187, 0.0175] ov=[0.04201, 0.02572] P=5 S=56 arc=0.48 lr=0.5 w_ov=0.108 iou=[0.891, 0.899] acc=18
r5 62s L=0.682 cov=[0.0181, 0.0161] ov=[0.04112, 0.02356] P=5 S=55 arc=0.51 lr=0.5 w_ov=0.11 iou=[0.895, 0.904] acc=14
r6 74s L=0.6966 cov=[0.0172, 0.0179] ov=[0.04124, 0.0248] P=5 S=54 arc=0.56 lr=0.5 w_ov=0.113 iou=[0.9, 0.897] acc=12
r7 84s L=0.6822 cov=[0.0171, 0.0153] ov=[0.04106, 0.02381] P=5 S=60 arc=0.55 lr=0.5 w_ov=0.115 iou=[0.896, 0.907] acc=15
r8 96s L=0.6591 cov=[0.0169, 0.0132] ov=[0.04032, 0.02248] P=5 S=55 arc=0.62 lr=0.18 w_ov=0.118 iou=[0.904, 0.921] acc=8
r9 107s L=0.648 cov=[0.0167, 0.013] ov=[0.03996, 0.02177] P=5 S=52 arc=0.63 lr=0.35 w_ov=0.12 iou=[0.903, 0.922] acc=5
r10 117s L=0.6354 cov=[0.0167, 0.0131] ov=[0.03912, 0.02135] P=5 S=48 arc=0.65 lr=0.13 w_ov=0.123 iou=[0.901, 0.923] acc=8
r11 126s L=0.6162 cov=[0.0166, 0.0127] ov=[0.03824, 0.02035] P=5 S=47 arc=0.68 lr=0.25 w_ov=0.125 iou=[0.902, 0.923] acc=4
r12 136s L=0.6018 cov=[0.0166, 0.0127] ov=[0.03749, 0.01966] P=5 S=44 arc=0.73 lr=0.25 w_ov=0.127 iou=[0.903, 0.923] acc=6
r13 145s L=0.5901 cov=[0.0166, 0.0126] ov=[0.03694, 0.01906] P=5 S=43 arc=0.79 lr=0.088 w_ov=0.13 iou=[0.902, 0.924] acc=5
r14 155s L=0.5827 cov=[0.0166, 0.0125] ov=[0.03658, 0.01868] P=5 S=43 arc=0.88 lr=0.088 w_ov=0.132 iou=[0.902, 0.924] acc=1
r15 164s L=0.5773 cov=[0.0166, 0.0125] ov=[0.03626, 0.01847] P=5 S=43 arc=0.91 lr=0.13 w_ov=0.135 iou=[0.903, 0.925] acc=1
r16 172s L=0.5719 cov=[0.0167, 0.0123] ov=[0.03619, 0.01801] P=5 S=43 arc=0.91 lr=0.18 w_ov=0.137 iou=[0.902, 0.926] acc=1
r17 181s L=0.567 cov=[0.0166, 0.0123] ov=[0.03594, 0.01777] P=5 S=43 arc=0.88 lr=0.18 w_ov=0.139 iou=[0.902, 0.926] acc=2
r18 191s L=0.5633 cov=[0.0166, 0.0122] ov=[0.03586, 0.01751] P=5 S=43 arc=0.88 lr=0.18 w_ov=0.142 iou=[0.903, 0.927] acc=1
r19 199s L=0.5605 cov=[0.0165, 0.0122] ov=[0.0358, 0.01729] P=5 S=43 arc=0.84 lr=0.088 w_ov=0.144 iou=[0.902, 0.928] acc=2
r20 209s L=0.5571 cov=[0.0165, 0.0121] ov=[0.0356, 0.01715] P=5 S=43 arc=0.84 lr=0.18 w_ov=0.147 iou=[0.903, 0.928] acc=2
