r0 11s L=1.644 cov=[0.0102, 0.0524] ov=[0.06635, 0.09169] P=6 S=79 arc=0.00 lr=0.5 w_ov=0.1 iou=[0.953, 0.846] acc=24
r1 24s L=1.601 cov=[0.008, 0.0393] ov=[0.06697, 0.08825] P=6 S=80 arc=0.20 lr=0.5 w_ov=0.102 iou=[0.961, 0.875] acc=13
r2 39s L=1.589 cov=[0.0139, 0.0304] ov=[0.07079, 0.08359] P=6 S=80 arc=0.31 lr=0.5 w_ov=0.105 iou=[0.944, 0.898] acc=14
r3 54s L=1.592 cov=[0.0091, 0.0247] ov=[0.07133, 0.08434] P=6 S=80 arc=0.35 lr=0.5 w_ov=0.108 iou=[0.96, 0.912] acc=15
r4 72s L=1.518 cov=[0.0083, 0.0209] ov=[0.06995, 0.07879] P=6 S=78 arc=0.41 lr=0.5 w_ov=0.111 iou=[0.963, 0.922] acc=13
r5 89s L=1.394 cov=[0.0084, 0.0176] ov=[0.06529, 0.0714] P=6 S=75 arc=0.43 lr=0.18 w_ov=0.115 iou=[0.963, 0.933] acc=12
r6 107s L=1.281 cov=[0.0088, 0.0162] ov=[0.06053, 0.06491] P=6 S=71 arc=0.52 lr=0.25 w_ov=0.119 iou=[0.961, 0.937] acc=10
r7 125s L=1.181 cov=[0.0089, 0.0152] ov=[0.05594, 0.05959] P=6 S=69 arc=0.61 lr=0.35 w_ov=0.123 iou=[0.961, 0.94] acc=7
r8 142s L=1.097 cov=[0.0086, 0.0159] ov=[0.05293, 0.05422] P=6 S=66 arc=0.65 lr=0.35 w_ov=0.127 iou=[0.964, 0.937] acc=8
r9 157s L=1.032 cov=[0.0088, 0.0144] ov=[0.04884, 0.05193] P=6 S=69 arc=0.67 lr=0.35 w_ov=0.131 iou=[0.963, 0.943] acc=9
r10 174s L=0.9746 cov=[0.0078, 0.0144] ov=[0.04703, 0.04808] P=6 S=68 arc=0.66 lr=0.35 w_ov=0.135 iou=[0.964, 0.941] acc=7
r11 191s L=0.9827 cov=[0.0078, 0.0169] ov=[0.04456, 0.05111] P=6 S=68 arc=0.69 lr=0.18 w_ov=0.14 iou=[0.964, 0.934] acc=6
r12 208s L=0.8858 cov=[0.0067, 0.0126] ov=[0.04256, 0.04396] P=6 S=66 arc=0.73 lr=0.25 w_ov=0.144 iou=[0.967, 0.946] acc=7
r13 224s L=0.8392 cov=[0.0063, 0.0123] ov=[0.04031, 0.04161] P=6 S=66 arc=0.76 lr=0.25 w_ov=0.149 iou=[0.967, 0.947] acc=5
r14 239s L=0.7938 cov=[0.0063, 0.0119] ov=[0.03821, 0.03923] P=6 S=65 arc=0.78 lr=0.35 w_ov=0.154 iou=[0.967, 0.949] acc=6
r15 254s L=0.7611 cov=[0.0066, 0.011] ov=[0.03647, 0.03776] P=6 S=65 arc=0.80 lr=0.35 w_ov=0.158 iou=[0.967, 0.953] acc=5
r16 270s L=0.7303 cov=[0.0065, 0.0102] ov=[0.03469, 0.03655] P=6 S=66 arc=0.79 lr=0.35 w_ov=0.163 iou=[0.967, 0.956] acc=5
r17 284s L=0.7044 cov=[0.0065, 0.0094] ov=[0.03276, 0.03596] P=6 S=66 arc=0.82 lr=0.13 w_ov=0.168 iou=[0.968, 0.959] acc=4
r18 299s L=0.6797 cov=[0.0067, 0.009] ov=[0.03164, 0.03464] P=6 S=67 arc=0.87 lr=0.13 w_ov=0.173 iou=[0.967, 0.96] acc=3
